vaccine,activity_type,country_code,year,age_first,age_last,coverage
RCV2,routine,ZMB,2025,2,2,0.889331872
RCV2,routine,ZMB,2026,2,2,0.974830711
RCV2,routine,ZMB,2027,2,2,0.97117786
RCV2,routine,ZMB,2028,2,2,0.942589855
RCV2,routine,ZMB,2029,2,2,0.929321646
RCV2,routine,ZMB,2030,2,2,0.953232665
RCV2,routine,ZMB,2031,2,2,0.870624118
RCV2,routine,ZMB,2032,2,2,0.977227339
RCV2,routine,ZMB,2033,2,2,0.969119048
RCV2,routine,ZMB,2034,2,2,0.951669495
RCV2,routine,ZMB,2035,2,2,0.964644395
RCV2,routine,ZMB,2036,2,2,0.892761534
RCV2,routine,ZMB,2037,2,2,0.921420817
RCV2,routine,ZMB,2038,2,2,1
RCV2,routine,ZMB,2039,2,2,0.905602614
RCV2,routine,ZMB,2040,2,2,0.919926964
RCV2,routine,ZMB,2041,2,2,0.9311745
RCV2,routine,ZMB,2042,2,2,0.88449945
RCV2,routine,ZMB,2043,2,2,0.895957179
RCV2,routine,ZMB,2044,2,2,0.965515166
RCV2,routine,ZMB,2045,2,2,0.892557228
RCV2,routine,ZMB,2046,2,2,0.886474236
RCV2,routine,ZMB,2047,2,2,0.895992838
RCV2,routine,ZMB,2048,2,2,0.908577491
RCV2,routine,ZMB,2049,2,2,0.900086734
RCV2,routine,ZMB,2050,2,2,0.929036717
RCV2,routine,ZMB,2051,2,2,0.943183564
RCV2,routine,ZMB,2052,2,2,0.891292026
RCV2,routine,ZMB,2053,2,2,0.939028708
RCV2,routine,ZMB,2054,2,2,0.940267156
RCV2,routine,ZMB,2055,2,2,0.92957489
RCV2,routine,ZMB,2056,2,2,0.939129253
RCV2,routine,ZMB,2057,2,2,0.956286273
RCV2,routine,ZMB,2058,2,2,0.905449994
RCV2,routine,ZMB,2059,2,2,0.887162421
RCV2,routine,ZMB,2060,2,2,1
RCV2,routine,ZMB,2061,2,2,0.908240614
RCV2,routine,ZMB,2062,2,2,0.934704182
RCV2,routine,ZMB,2063,2,2,0.893630915
RCV2,routine,ZMB,2064,2,2,0.914127581
RCV2,routine,ZMB,2065,2,2,0.902919817
RCV2,routine,ZMB,2066,2,2,0.835396766
RCV2,routine,ZMB,2067,2,2,0.913686557
RCV2,routine,ZMB,2068,2,2,0.876048903
RCV2,routine,ZMB,2069,2,2,0.935355853
RCV2,routine,ZMB,2070,2,2,0.998041557
RCV2,routine,ZMB,2071,2,2,0.939270597
RCV2,routine,ZMB,2072,2,2,0.906960988
RCV2,routine,ZMB,2073,2,2,0.922086338
RCV2,routine,ZMB,2074,2,2,0.882295671
RCV2,routine,ZMB,2075,2,2,1
RCV2,routine,ZMB,2076,2,2,0.840881852
RCV2,routine,ZMB,2077,2,2,0.879744467
RCV2,routine,ZMB,2078,2,2,0.947212377
RCV2,routine,ZMB,2079,2,2,1
RCV2,routine,ZMB,2080,2,2,0.908922022
RCV2,routine,ZMB,2081,2,2,0.900308599
RCV2,routine,ZMB,2082,2,2,0.934503896
RCV2,routine,ZMB,2083,2,2,0.877099186
RCV2,routine,ZMB,2084,2,2,0.91078746
RCV2,routine,ZMB,2085,2,2,0.962091012
RCV2,routine,ZMB,2086,2,2,0.934517245
RCV2,routine,ZMB,2087,2,2,0.945596046
RCV2,routine,ZMB,2088,2,2,0.954534207
RCV2,routine,ZMB,2089,2,2,0.906134998
RCV2,routine,ZMB,2090,2,2,0.891889978
RCV2,routine,ZMB,2091,2,2,0.91436908
RCV2,routine,ZMB,2092,2,2,0.996726777
RCV2,routine,ZMB,2093,2,2,0.865561872
RCV2,routine,ZMB,2094,2,2,0.927642727
RCV2,routine,ZMB,2095,2,2,0.94805878
RCV2,routine,ZMB,2096,2,2,0.865935007
RCV2,routine,ZMB,2097,2,2,0.938617891
RCV2,routine,ZMB,2098,2,2,0.963952493
RCV2,routine,ZMB,2099,2,2,0.931934768
RCV2,routine,ZMB,2100,2,2,0.935332695
Rubella,routine,ZMB,1980,0,0,0
Rubella,routine,ZMB,1981,0,0,0
Rubella,routine,ZMB,1982,0,0,0
Rubella,routine,ZMB,1983,0,0,0
Rubella,routine,ZMB,1984,0,0,0
Rubella,routine,ZMB,1985,0,0,0
Rubella,routine,ZMB,1986,0,0,0
Rubella,routine,ZMB,1987,0,0,0
Rubella,routine,ZMB,1988,0,0,0
Rubella,routine,ZMB,1989,0,0,0
Rubella,routine,ZMB,1990,0,0,0
Rubella,routine,ZMB,1991,0,0,0
Rubella,routine,ZMB,1992,0,0,0
Rubella,routine,ZMB,1993,0,0,0
Rubella,routine,ZMB,1994,0,0,0
Rubella,routine,ZMB,1995,0,0,0
Rubella,routine,ZMB,1996,0,0,0
Rubella,routine,ZMB,1997,0,0,0
Rubella,routine,ZMB,1998,0,0,0
Rubella,routine,ZMB,1999,0,0,0
Rubella,routine,ZMB,2000,0,0,0
Rubella,routine,ZMB,2001,0,0,0
Rubella,routine,ZMB,2002,0,0,0
Rubella,routine,ZMB,2003,0,0,0
Rubella,routine,ZMB,2004,0,0,0
Rubella,routine,ZMB,2005,0,0,0
Rubella,routine,ZMB,2006,0,0,0
Rubella,routine,ZMB,2007,0,0,0
Rubella,routine,ZMB,2008,0,0,0
Rubella,routine,ZMB,2009,0,0,0
Rubella,routine,ZMB,2010,0,0,0
Rubella,routine,ZMB,2011,0,0,0
Rubella,routine,ZMB,2012,0,0,0
Rubella,routine,ZMB,2013,0,0,0
Rubella,routine,ZMB,2014,0,0,0
Rubella,routine,ZMB,2015,0,0,0
Rubella,routine,ZMB,2016,0,0,0
Rubella,routine,ZMB,2017,0,0,0.880463723
Rubella,routine,ZMB,2018,0,0,0.914193129
Rubella,routine,ZMB,2019,0,0,0.943998593
Rubella,routine,ZMB,2020,0,0,0.984824648
Rubella,routine,ZMB,2021,0,0,0.860505101
Rubella,routine,ZMB,2022,0,0,0.911182633
Rubella,routine,ZMB,2023,0,0,0.992393824
Rubella,routine,ZMB,2024,0,0,0.925146208
Rubella,routine,ZMB,2025,0,0,1
Rubella,routine,ZMB,2026,0,0,0.880415922
Rubella,routine,ZMB,2027,0,0,0.877060526
Rubella,routine,ZMB,2028,0,0,0.986184772
Rubella,routine,ZMB,2029,0,0,0.971799771
Rubella,routine,ZMB,2030,0,0,0.960026149
Rubella,routine,ZMB,2031,0,0,0.944280061
Rubella,routine,ZMB,2032,0,0,1
Rubella,routine,ZMB,2033,0,0,0.922801496
Rubella,routine,ZMB,2034,0,0,0.992792077
Rubella,routine,ZMB,2035,0,0,0.84962609
Rubella,routine,ZMB,2036,0,0,0.951194993
Rubella,routine,ZMB,2037,0,0,1
Rubella,routine,ZMB,2038,0,0,1
Rubella,routine,ZMB,2039,0,0,0.991819726
Rubella,routine,ZMB,2040,0,0,0.937851824
Rubella,routine,ZMB,2041,0,0,0.899552858
Rubella,routine,ZMB,2042,0,0,0.953271084
Rubella,routine,ZMB,2043,0,0,1
Rubella,routine,ZMB,2044,0,0,1
Rubella,routine,ZMB,2045,0,0,0.906153354
Rubella,routine,ZMB,2046,0,0,0.981645286
Rubella,routine,ZMB,2047,0,0,0.907681473
Rubella,routine,ZMB,2048,0,0,0.948786786
Rubella,routine,ZMB,2049,0,0,0.871255927
Rubella,routine,ZMB,2050,0,0,1
Rubella,routine,ZMB,2051,0,0,0.971710882
Rubella,routine,ZMB,2052,0,0,0.974689268
Rubella,routine,ZMB,2053,0,0,0.982712075
Rubella,routine,ZMB,2054,0,0,0.973207222
Rubella,routine,ZMB,2055,0,0,0.965892956
Rubella,routine,ZMB,2056,0,0,0.986169684
Rubella,routine,ZMB,2057,0,0,0.994229405
Rubella,routine,ZMB,2058,0,0,0.925713386
Rubella,routine,ZMB,2059,0,0,0.899301523
Rubella,routine,ZMB,2060,0,0,0.959126352
Rubella,routine,ZMB,2061,0,0,0.984547101
Rubella,routine,ZMB,2062,0,0,1
Rubella,routine,ZMB,2063,0,0,0.986558659
Rubella,routine,ZMB,2064,0,0,0.93705606
Rubella,routine,ZMB,2065,0,0,0.929180782
Rubella,routine,ZMB,2066,0,0,0.87664048
Rubella,routine,ZMB,2067,0,0,0.917420005
Rubella,routine,ZMB,2068,0,0,0.928603359
Rubella,routine,ZMB,2069,0,0,0.918909965
Rubella,routine,ZMB,2070,0,0,0.983753825
Rubella,routine,ZMB,2071,0,0,0.969172399
Rubella,routine,ZMB,2072,0,0,0.880403643
Rubella,routine,ZMB,2073,0,0,0.916551134
Rubella,routine,ZMB,2074,0,0,0.961083793
Rubella,routine,ZMB,2075,0,0,0.917293543
Rubella,routine,ZMB,2076,0,0,0.87054537
Rubella,routine,ZMB,2077,0,0,0.955164917
Rubella,routine,ZMB,2078,0,0,0.933369161
Rubella,routine,ZMB,2079,0,0,0.965371959
Rubella,routine,ZMB,2080,0,0,0.926391644
Rubella,routine,ZMB,2081,0,0,0.952472202
Rubella,routine,ZMB,2082,0,0,1
Rubella,routine,ZMB,2083,0,0,0.973063565
Rubella,routine,ZMB,2084,0,0,0.931251701
Rubella,routine,ZMB,2085,0,0,0.953948174
Rubella,routine,ZMB,2086,0,0,0.811640813
Rubella,routine,ZMB,2087,0,0,0.941328042
Rubella,routine,ZMB,2088,0,0,0.965125004
Rubella,routine,ZMB,2089,0,0,0.937478642
Rubella,routine,ZMB,2090,0,0,0.973195316
Rubella,routine,ZMB,2091,0,0,0.931119605
Rubella,routine,ZMB,2092,0,0,0.98795195
Rubella,routine,ZMB,2093,0,0,0.947179734
Rubella,routine,ZMB,2094,0,0,0.886682315
Rubella,routine,ZMB,2095,0,0,0.917868163
Rubella,routine,ZMB,2096,0,0,1
Rubella,routine,ZMB,2097,0,0,0.888344627
Rubella,routine,ZMB,2098,0,0,1
Rubella,routine,ZMB,2099,0,0,0.912111101
Rubella,routine,ZMB,2100,0,0,1
